Condition|Variant
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Diagnostic mammography, DBT, and US findings are probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Diagnostic mammography, DBT, and US findings are probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Diagnostic mammography, DBT, and US findings are probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 30 to 39 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Diagnostic mammography, DBT, and US findings are probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, 30 to 39 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, 30 to 39 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 30 to 39 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are benign (BI-RADS 2) at the site of palpable mass. Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are suspicious or highly suggestive of malignancy (BI-RADS 4 or 5). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are benign (BI-RADS 2) at the site of palpable mass. Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Diagnostic mammography, DBT, and US findings are probably benign (BI-RADS 3). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Mammography findings are negative (BI-RADS 1). Next imaging study.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, younger than 30 years of age. Palpable breast mass. US findings benign (BI-RADS 2). Next imaging study.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Palpable Breast Masses|Adult female, 40 years of age or older. Palpable breast mass. Initial imaging.
Pancreatic Cyst|Incidentally detected pancreatic cyst less than or equal to 2.5 cm in size. Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. High-risk stigmata or worrisome features. Initial evaluation.
Pancreatic Cyst|Incidentally detected main pancreatic duct dilation greater than 7 mm in size. Suspected main duct intraductal papillary mucinous neoplasm (IPMN). Initial evaluation.
Pancreatic Cyst|Incidentally detected main pancreatic duct dilation greater than 7 mm in size. Suspected main duct intraductal papillary mucinous neoplasm (IPMN). Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. No high-risk stigmata or worrisome features. Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst less than or equal to 2.5 cm in size. Initial evaluation.
Pancreatic Cyst|Incidentally detected main pancreatic duct dilation greater than 7 mm in size. Suspected main duct intraductal papillary mucinous neoplasm (IPMN). Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. No high-risk stigmata or worrisome features. Initial evaluation.
Pancreatic Cyst|Follow-up imaging of pancreatic cyst.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. High-risk stigmata or worrisome features. Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. No high-risk stigmata or worrisome features. Initial evaluation.
Pancreatic Cyst|Incidentally detected pancreatic cyst greater than 2.5 cm in size. High-risk stigmata or worrisome features. Initial evaluation.
